cart_api_cpu_usage,cart_api_mem_usage,cart_api_net_rx_kbps,cart_api_net_tx_kbps,cart_api_restart_count,cart_api_is_ready,payment_api_cpu_usage,payment_api_mem_usage,payment_api_net_rx_kbps,payment_api_net_tx_kbps,payment_api_restart_count,payment_api_is_ready,auth_service_cpu_usage,auth_service_mem_usage,auth_service_net_rx_kbps,auth_service_net_tx_kbps,auth_service_restart_count,auth_service_is_ready,inventory_api_cpu_usage,inventory_api_mem_usage,inventory_api_net_rx_kbps,inventory_api_net_tx_kbps,inventory_api_restart_count,inventory_api_is_ready,api_gateway_cpu_usage,api_gateway_mem_usage,api_gateway_net_rx_kbps,api_gateway_net_tx_kbps,api_gateway_restart_count,api_gateway_is_ready
69.06312815049785,84.43270724716457,1701.7547911763068,2490.7813431538893,0.0,1.0,76.84052645454557,69.13252574108084,1646.1316608704599,2106.8312191894015,0.0,1.0,59.08438162397947,26.782286582156544,1478.8766071828572,544.1140327947603,0.0,1.0,14.14625851961782,23.45437665215907,853.7063974902716,2521.3644455033495,0.0,1.0,19.646225138080954,57.26412248326674,4329.085770948775,2447.9605242807374,0.0,1.0
52.89532451392351,87.98307809705611,4931.258631938637,2469.5510059386693,0.0,1.0,57.24461655492191,75.99469266744819,2330.9428150870317,51.11142234284335,1.0,1.0,9.31301697139541,86.58912492408206,3569.1806875914676,2136.064813189901,0.0,1.0,34.104388207147466,78.27747117718442,4041.648870369104,645.0791103004093,0.0,1.0,40.0355543991326,33.483059360997,4266.908376939077,1651.8424456533203,0.0,1.0
27.02234806804877,66.47716068403736,1812.0604793209736,1627.1166106171734,1.0,1.0,46.10702552200173,19.691644890968156,2131.96890960574,2095.2114128512135,0.0,1.0,33.409927100757045,66.37920000982457,126.84091316649958,1223.8410008546598,0.0,1.0,73.5858537372119,85.47413741213515,3731.868245308716,2693.835365145264,0.0,1.0,25.35411750357578,38.67183384849298,2240.6759256739665,2285.115750816437,1.0,1.0
31.672548735821973,23.566741375255216,4711.973380764167,2678.0851759657394,0.0,0.0,64.89000246264149,34.71451365052839,3360.7881985959248,2047.6838902115373,0.0,1.0,56.68815674225665,50.494253686700496,3649.50356314484,2446.097670319367,0.0,1.0,56.70882881095153,68.3022904019883,1484.2085719375725,1461.2031351824614,0.0,1.0,23.231513497473706,34.76069471225501,3060.2962050575775,2477.240949243534,0.0,1.0
51.73580071972552,41.70360966837801,3258.9529618470096,424.0705902424294,0.0,1.0,51.62571818123355,11.339581761876243,3039.8738206977637,2884.4225753287833,0.0,1.0,73.42680474373817,25.291761414417095,4079.564346771541,1804.6482474718982,1.0,1.0,51.26992398338554,24.296421272611077,2518.8113591015995,1737.442307695669,0.0,1.0,7.683649114654093,26.93654100920743,3321.032511444422,1691.7846721211379,0.0,1.0
30.995481069411532,53.59483581938549,3196.684832644289,2408.6646852019976,0.0,1.0,48.87954444059402,82.57581799619317,2478.3902902137747,502.1934904487899,0.0,1.0,22.12993034226796,73.99354191979995,3074.5000367790863,2129.064763067262,2.0,1.0,75.55623977668824,22.553220036473363,1996.7408964296358,2956.1152854480633,0.0,1.0,8.34082821137035,37.68320697527421,3195.17492155645,923.9636035638846,0.0,1.0
70.33807043953018,71.4026538146423,2835.016185781908,1246.8126414235699,0.0,1.0,72.13250928374764,85.32089173351517,2297.2595698457317,2522.7520201089355,0.0,1.0,61.039372704883945,87.1468964042048,333.94687705972194,1638.3214232188975,0.0,1.0,16.45799201427977,26.555800899078463,2392.327905658019,2713.538227233159,0.0,1.0,42.46257266070803,58.72391054905265,374.6452488815131,1217.004522786547,0.0,1.0
22.442689135180554,30.53810948268002,2121.2364620247827,569.0241343304891,0.0,1.0,15.416087872554275,21.355274276568743,4997.316571506568,1486.0890581729905,0.0,1.0,16.834373914027104,14.129199238767542,2869.5784323244334,2288.836709165432,0.0,1.0,32.51445806156809,61.72216948601041,697.5185999994246,2614.235615523264,0.0,1.0,29.86973055165756,39.77002309905819,4688.395820096379,2040.5684764081057,0.0,1.0
12.974278228000077,19.333565291608863,4277.664685207185,889.321740779655,0.0,1.0,59.63622685856031,38.31273899717904,3611.94333830622,2509.181290151834,0.0,1.0,11.572381682671182,44.59859064319151,4085.973535449722,789.8284702649302,0.0,1.0,68.82031199529538,66.97366190443927,2178.398069241997,300.64117787015323,0.0,1.0,41.80067553818333,26.01793819338562,1133.5189594548267,1854.7720494097646,0.0,1.0
71.22046181923501,27.717392778550433,2341.1313140760844,2327.2677559406634,1.0,1.0,43.70063633379759,29.47358591140678,4842.05816889658,2812.0364116103137,1.0,1.0,58.48099352300263,41.68652816753942,997.2104982773733,1184.8705987377425,0.0,1.0,7.129544374705322,42.022030729514135,4649.490940733247,787.7971864391147,0.0,1.0,32.30689223014349,80.85873830536927,2000.145273195283,547.189589701808,0.0,1.0
